id,hello,intro1,qskip1,rwdirusa,rwdiril,rwdirlocal,qlife,qskip2,cf_prohib_co,recall,cf_lim_leader,ch_lim_inkind,cf_lim_fedmatch,cf_comment,term_leader,cf_public,qskip3,redist_hat,redist_neutral,redist_comment,referend,qskip4,app_pres_oba,app_gov_quin,app_ilag_mad,app_Ilsminl_rad,app_iltres_gian,app_ilhminl_cro,app_ilspres_cul,app_ilhspk_mad,app_sen_durb,app_sen_bur,app_ilcomp_hyn,tax_fed_val,tax_il_val,tax_local_val,tax_fairshr,qskip5,qual_air,qual_infra,qual_cops,qual_K12,econ_local,qual_parks,budgq_grp1,budgq_grp2,budgq_grp3,deficit_grp1,deficit_grp2,deficit_comment,deficit_grp3,qskip6,cuts_K12,cuts_he,cuts_he_comments,cuts_cops,cuts_parks,cuts_poor,cuts_disable,cuts_disable_comment,pen_cuts,qskip7,tax_inc09,tax_sales,tax_services,gamble_exp,sell_il_asset,sell_il_asset_comment,prim10_vote,prim10_party,primgov_grp1,primgov_grp2,qskip8,primgov_grp3,primgov_grp4,primgov_grp5,primgov_grp6,primgov_grp7,primgov_grp8,qskip9,abort_leg,lgcoup.grp1,lg_coup_rts_comments,lgcoup.grp2,lgcoup.grp3,qskip10,hc_fed_resp,hc_fed_resp_comment,gender,education,party_aff1,party_str,party_indystr,hc_haveins,hc_pub,hc_empr,hc_indy,hc_other,hc_dknr,hc_cobra,hc_union,hc_supins,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,born_again_comment,zip,birth_yr,rac_eth,hh_inc,thank,gender2,thank2,date,time,area,age,add_comments,fix_deficit_il09,prim10_gov_dem,prim10_gov_rep,lg_coup_rts,party_aff2,party_aff3,party_strength,party_aff,party_indy
802,1,1,1,1,1,1,2,1,2,1,3,3,2, ,3,2,1,3,2, ,3,1,1,1,9,9,9,9,9,1,1,1,9,2,3,2,3,1,2,2,1,1,3,2, ,1, , ,2, , ,1,2,2, ,2,1,2,2, ,2,1,2,2,1,1,2, ,1,1, ,5, , , , , , , ,1,1, , ,1, ,1,1, ,1,2,2,2, ,1,1,0,0,0,0,0,0,0,4, ,1,3, ,4, , , , , , , , , ,2, ,60099,80,2,2,0,1, ,20091004,192559,2,52, ,2,5, ,1,5,3,5,7,11
803,1,1,1,1,2,1,2,1,2,1,1,2,1, ,1,3,1,4,2, ,2,1,1,2,1,9,1,3,4,4,2,4,9,2,2,2,2,1,2,1,2,1,3,2,1, , ,1, , , ,1,2,2, ,2,2,2,2, ,1,1,1,2,1,2,9, ,1,9, , , , , , , , , ,1,2, , ,1, ,1,2, ,1,2,2,2, ,1,0,1,0,0,0,0,0,0,3,1, ,16, , , , , , , , , , , ,2, ,60561,53,1,99,0,1, ,20091004,192840,2,63, ,1, , ,1,5,3,5,7,11
804,1,1,1,1,2,2,2,1,1,1,1,5,1, ,5,1,1,4,1, ,2,1,1,2,1,9,3,9,2,4,2,3,2,2,3,3,3,1,2,5,2,5,3,3, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,9,1,1,2,1,2,2, ,1,1, ,1, , , , , , , ,1,1,2, , , ,1,1, ,1,2,2,4, ,1,1,0,1,0,0,0,0,0,2,1, ,5, , , , , , , , , , , , , ,60641,40,1,2,0,1, ,20091004,193501,1,80, ,2,1, ,2,4,3,4,6,10
805,1,1,1,2,3,1,2,1,4,3,3,3,3, ,4,3,1,2,3, ,3,1,2,2,2,9,9,2,9,2,2,9,2,3,2,2,9,1,2,2,2,2,3,1, , ,1, , , ,2,1,1,1, ,2,9,2,1, ,1,1,2,3,2,2,2, ,1,9, , , , , , , , , ,1,2, , ,4, ,1,1, ,2,5,4, ,8,1,0,0,1,0,0,0,0,0,1,1, ,23, , , , , , , , , , , ,2, ,60411,29,2,3,0,2, ,20091004,193756,2,80, ,2, , ,4,6,8,6,88,88
806,1,1,1,1,1,2,1,1,1,1,1,3,1, ,3,1,1,4,1, ,2,1,1,1,1,9,2,9,1,1,1,4,1,1,5,5,2,1,1,2,2,5,2,1, ,1, , ,1, , ,1,2,2, ,2,2,2,2, ,2,1,1,2,1,2,2, ,1,1,1, , , , , , , , ,1,2,1, , , ,1,1, ,1,6,2,2, ,1,1,0,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60613,44,1,5,0,1, ,20091004,193951,1,65, ,1,1, ,1,5,3,5,7,11
807,1,1,1,1,1,1,2,1,5,3,5,5,5, ,5,5,1,5,2, ,3,1,2,2,2,9,9,9,9,2,2,3,9,3,3,3,9,1,3,3,2,9,3,2,1, , ,4, , , ,1,2,2, ,2,2,2,2, ,9,1,2,2,2,9,2, ,1,9, , , , , , , , , ,1,2, , ,9, ,1,2, ,1,2,9, ,9,1,0,1,0,0,0,0,0,0,9, ,1,5, , , , , , , , , , , , , ,60061,48,1,99,0,1, ,20091004,194711,2,61, ,4, , ,9,99,99,9,99,99
808,1,1,1,1,2,2,2,1,2,1,3,2,1, ,2,2,1,3,2, ,1,1,1,2,9,9,9,9,9,9,2,4,9,9,3,3,3,1,1,2,2,3,9,3, , ,1, , , ,1,1,2,2, ,2,2,2,2, ,2,1,1,2,1,2,2, ,2, , , , , , , , , , ,1,1, , ,1, ,1,1, ,1,5,2,2, ,1,0,1,0,0,0,0,0,0,5, ,2, , , , , , , , , , , ,12, , ,60449,47,1,6,0,1, ,20091004,194733,2,42, ,1, , ,1,5,3,5,7,11
809,1,1,1,2,2,2,3,1,2,2,3,3,2, ,2,3,1,5,9, ,9,1,1,2,1,9,9,4,9,2,3,9,9,5,5,5,9,1,3,4,4,5,5,5, , ,1, , , ,2,1,2,9, ,2,2,2,2, ,2,1,2,2,2,9,2, ,1,1, ,1, , , , , , , ,1,3, , , ,9,1,1, ,2,2,2,4, ,1,0,1,0,0,0,0,1,0,1,1, ,5, , , , , , , , , , , , , ,60148,22,1,3,0,2, ,20091004,195337,2,0, ,2,1, ,9,4,3,4,6,10
810,1,1,1,2,2,1,2,1,1,1,3,1,1, ,1,2,1,2,1, ,2,1,2,2,1,9,1,2,2,1,1,1,2,3,4,3,2,1,2,2,1,2,3,1, , ,1, , , ,2,1,2,2, ,2,1,2,2, ,2,1,2,2,1,1,2, ,1,1, ,2, , , , , , , ,1,2,2, , , ,1,3, ,1,6,2,4, ,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , , , ,60193,61,1,5,0,1, ,20091004,200102,2,51, ,2,2, ,2,4,3,4,6,10
811,1,1,1,2,2,2,2,1,1,2,2,2,1, ,1,4,1,3,2, ,2,1,4,3,2,2,4,9,3,4,4,4,2,5,5,2,2,1,3,3,2,3,3,3,1, , ,2, , , ,1,2,2, ,2,1,3,2, ,1,1,2,2,2,2,2, ,1,2, , ,1, , , , , ,6,1,3,3, , , ,1,4, ,2,6,1,1, ,1,0,0,1,0,0,0,0,0,1,1, ,17, , , , , , , , , , , , , ,60491,47,1,6,0,2, ,20091004,200120,2,62, ,2, ,6,3,1,1,1,1,1
813,1,1,1,1,1,2,2,1,1,2,2,4,1, ,1,1,1,3,2, ,3,1,2,2,2,9,3,9,3,3,1,3,9,2,2,4,9,1,3,5,3,2,3,1,1, , ,3, , , ,1,2,1, ,2,2,2,2, ,1,1,2,1,1,2,2, ,1,1, ,1, , , , , , , ,1,1, , , ,1,1,1, ,2,6,2,2, ,1,0,1,0,0,0,0,0,0,4, ,3, , , , , , , , , , , , , , ,60630,65,1,6,0,2, ,20091004,201952,1,39, ,3,1, ,1,5,3,5,7,11
814,1,1,1,1,2,1,2,1,4,1,5,4,4, ,1,3,1,4,2, ,2,1,1,3,1,9,1,9,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1, ,1, , ,3, , ,1,2,2, ,2,1,1,2, ,2,1,2,2,1,1,2, ,1,1, ,7, , , , , , , ,1,2, , ,3, ,1,1, ,1,3,2,2, ,1,1,0,0,0,0,0,0,0,1,1, ,3, ,98, , , , , , , , , ,2, ,60074,67,2,2,0,1, ,20091004,202127,2,46, ,3,7, ,3,5,3,5,7,11
815,1,1,1,1,3,3,2,1,3,3,1,3,1, ,2,3,1,5,5, ,1,1,1,1,3,9,9,9,2,4,2,2,2,2,3,2,2,1,3,2,1,3,3,1,1, , ,2, , , ,1,2,1, ,1,9,2,2, ,2,1,1,2,2,2,2, ,1,1,1, , , , , , , , ,1,2,2, , , ,1,1, ,1,3,3, ,3,1,1,0,0,0,0,0,0,0,9, ,1,5, , , , , , , , , , , , , ,60634,29,1,99,0,1, ,20091004,202216,1,80, ,2,1, ,2,4,3,3,5,7
823,1,1,1,2,2,1,3,1,2,1,1,1,1, ,3,3,1,3,2, ,2,1,2,2,1,1,2,2,1,2,1,2,2,3,3,5,2,1,5,2,3,2,3,2, ,1, , ,3, , ,1,2,2, ,2,2,2,2, ,1,1,2,2,2,1,1, ,1,1,9, , , , , , , , ,1,2,1, , , ,1,1, ,1,6,2,2, ,1,0,0,1,0,0,0,0,0,5, ,2, , , , , , , , , , , ,2, , ,60527,55,1,3,0,1, ,20091004,204133,2,54, ,3,9, ,1,5,3,5,7,11
824,1,1,1,1,1,1,2,1,2,2,2,3,5, ,2,5,1,3,2, ,1,1,1,1,1,2,2,2,9,3,1,4,9,3,4,2,2,1,2,3,2,3,3,2, , ,1, , , ,1,1,2,2, ,2,1,2,2, ,1,1,1,1,2,2,2, ,1,9, , , , , , , , , ,1,1,2, , , ,1,2, ,1,5,3, ,9,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60506,49,1,4,0,1, ,20091004,204139,2,21, ,1, , ,2,88,9,3,88,88
826,1,1,1,1,1,2,1,1,1,2,9,1,2, ,9,2,1,9,2, ,3,1,1,1,1,9,2,9,9,2,1,3,9,2,3,1,9,1,1,3,1,1,2,1, ,1, , ,1, , ,1,2,2, ,2,2,2,2, ,9,1,9,2,1,2,2, ,1,1, ,1, , , , , , , ,1,2, , ,2, ,1,2, ,1,6,2,2, ,1,1,0,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60526,39,1,3,0,1, ,20091005,131322,2,70, ,1,1, ,2,5,3,5,7,11
827,1,1,1,1,2,1,1,1,2,2,1,2,1, ,3,2,1,4,1, ,1,1,1,1,2,9,9,9,1,3,1,4,9,1,3,3,2,1,2,4,2,4,4,3, , ,1, , , ,1,1,2,2, ,2,2,2,2, ,1,1,1,1,1,2,2, ,1,1, ,1, , , , , , , ,1,1,1, , , ,1,1, ,1,6,2,2, ,1,1,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60613,29,1,5,0,1, ,20091005,131359,1,80, ,1,1, ,1,5,3,5,7,11
829,1,1,1,1,2,1,1,1,3,1,1,2,1, ,3,3,1,3,2, ,2,1,1,2,1,9,2,9,3,3,1,4,1,3,3,2,2,1,2,2,1,1,2,1, ,1, , ,3, , ,1,2,2, ,1,2,2,2, ,1,1,1,1,1,2,2, ,1,1,2, , , , , , , , ,1,1,1, , , ,1,1, ,1,5,2,2, ,1,0,1,0,0,0,0,0,0,2,1, ,21, , , , , , , , , , , ,2, ,60025,65,1,7,0,1, ,20091005,132131,2,44, ,3,2, ,1,5,3,5,7,11
830,1,1,1,1,2,1,2,1,3,2,2,2,2, ,3,3,1,3,2, ,1,1,1,1,1,1,3,1,9,1,4,4,1,4,2,5,3,1,2,3,1,1,4,2, ,1, , ,9, , ,1,2,1, ,1,1,2,2, ,2,1,1,1,2,2,2, ,1,9, , , , , , , , , ,1,2,3, , , ,1,2, ,2,3,3, ,4,1,1,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60559,27,1,1,0,2, ,20091005,132656,2,72, ,9, , ,3,3,2,3,4,6
831,1,1,1,1,2,2,2,1,1,2,1,1,1, ,1,3,1,3,2, ,1,1,1,2,1,9,9,9,9,2,1,4,2,1,2,1,2,1,5,2,1,1,2,1, , ,1, , , ,2,1,2,2, ,1,2,2,2, ,1,1,2,1,1,1,2, ,1,9, , , , , , , , , ,1,1,2, , , ,1,1, ,1,6,2,2, ,1,0,1,0,0,0,0,0,0,1,2, , , , , , , , , , , , ,6, , ,60035,56,1,99,0,1, ,20091005,133017,2,54, ,2, , ,2,5,3,5,7,11
833,1,1,1,3,2,1,2,1,2,2,2,2,5, ,2,3,1,4,2, ,4,1,1,2,2,3,3,3,2,3,3,3,3,3,3,2,3,1,2,3,2,5,5,3, ,1, , ,3, , ,1,1,2, ,2,1,2,2, ,2,1,2,2,1,2,2, ,1,9, , , , , , , , , ,1,2,2, , , ,1,1, ,1,3,9, ,99,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60449,52,1,3,0,1, ,20091005,133701,2,57, ,3, , ,2,99,99,9,99,99
834,1,1,1,1,2,1,1,1,3,1,1,1,2, ,1,2,1,5,2, ,1,1,1,1,1,2,2,2,4,4,2,4,2,2,4,1,1,1,1,1,1,1,2,1, , ,1, , , ,2,1,2,9, ,2,2,2,2, ,9,1,1,1,2,2,2, ,1,9, , , , , , , , , ,1,2,2, , , ,1,2, ,1,6,3, ,8,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60004,39,1,5,0,1, ,20091005,133742,2,76, ,2, , ,2,6,8,3,8,12
835,1,1,1,2,2,1,1,1,1,2,2,2,1, ,1,5,1,4,1, ,2,1,3,2,1,1,3,2,2,4,3,4,2,3,3,2,9,1,2,4,1,1,4,2, ,1, , ,3, , ,1,2,9, ,2,2,3,2, ,1,1,1,1,1,2,2, ,1,2, , ,1,9, , , , , ,1,3, , ,3, ,1,2, ,1,5,1,3, ,1,0,1,0,0,0,0,0,0,2,1, ,20, , , , , , , , ,3, , ,1, ,60126,60,1,99,0,1, ,20091005,134015,2,51, ,3, ,9,3,2,1,2,2,2
836,1,1,1,2,2,1,2,1,4,1,2,1,1, ,2,2,1,4,2, ,2,1,2,2,1,9,2,9,2,4,1,4,2,4,4,2,2,1,3,1,2,2,3,1, ,1, , ,5, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,1,2, ,1,9, , , , , , , , , ,1,9, , , ,2,1,2, ,2,6,3, ,3,1,1,0,0,0,0,0,0,0,5, ,1,99, , , , , , , , , , , ,2, ,60804,47,1,2,0,2, ,20091005,134335,2,74, ,5, , ,2,4,3,3,5,7
837,1,1,1,2,2,1,1,1,3,2,2,3,2, ,2,4,1,3,3, ,2,1,3,3,1,9,9,2,2,2,2,3,1,5,5,3,3,1,2,2,2,2,2,1, ,1, , ,2, , ,1,2,1, ,2,1,1,2, ,2,1,2,2,2,1,2, ,1,4, , , , , , , , , ,1,2, , ,2, ,1,1, ,1,2,3, ,99,1,1,0,0,0,0,0,0,0,5, ,1,5, , , , , , , , , , , , , ,60477,40,1,2,0,1, ,20091005,134654,2,69, ,2, , ,2,99,99,3,99,99
838,1,1,1,2,2,2,2,1,4,1,1,5,1, ,1,5,1,4,1, ,2,1,4,4,2,9,9,9,9,4,4,4,9,5,5,3,3,1,2,5,1,1,3,1, , ,1, , , ,2,1,2,2, ,2,1,2,2, ,1,1,2,2,2,2,2, ,1,2, , ,1, ,9, , , , ,1,2, , ,2, ,1,4, ,1,2,1,1, ,1,1,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60124,41,1,98,0,1, ,20091005,134836,2,68, ,2, ,9,2,1,1,1,1,1
839,1,1,1,2,2,2,3,1,2,2,2,3,2, ,2,3,1,5,2, ,1,1,2,2,2,9,9,9,9,9,2,3,9,3,3,2,2,1,2,3,2,2,4,1, , ,1, , , ,2,1,2,2, ,2,2,2,2, ,2,1,2,2,1,2,2, ,9, , , , , , , , , , ,1,2, , , ,1,1,2, ,1,5,3, ,5,1,0,1,0,0,0,0,0,0,4, ,2, , , , , , , , , , , ,3, , ,60192,63,3,6,0,1, ,20091005,135518,2,22, ,2, , ,1,2,1,3,3,5
840,1,1,1,3,2,2,2,1,2,2,1,2,2, ,2,3,1,3,2, ,3,1,9,2,9,9,9,9,9,9,3,3,9,3,4,4,3,1,3,3,2,3,5,3, , ,1, , , ,2,1,2,2, ,3,2,2,2, ,3,1,2,2,1,1,3, ,1,2, , ,1, , , ,9, , ,1,1, , , ,1,1,2, ,2,3,3, ,5,1,1,0,1,0,0,0,0,0,5, ,2, , , , , , , , , , , ,8, , ,60712,38,1,5,0,2, ,20091005,135539,2,35, ,2, ,9,1,2,1,3,3,5
842,1,1,1,2,2,2,3,1,2,2,2,3,3, ,2,3,1,3,2, ,2,1,3,2,3,9,9,9,9,9,2,4,9,3,4,2,2,1,2,2,2,2,4,2,1, , ,2, , , ,1,1,1, ,2,1,1,1, ,1,1,2,2,1,1,2, ,1,2, , ,1, , ,9, , , ,1,1, , ,2, ,1,2, ,2,2,1,1, ,1,1,1,0,0,0,0,0,0,5, ,1,98, , , , , , , , , , , ,2, ,60142,36,1,3,0,2, ,20091005,140227,2,71, ,2, ,9,2,1,1,1,1,1
843,1,1,1,3,2,2,1,1,1,1,1,1,2, ,1,2,1,4,2, ,2,1,4,3,2,9,4,2,4,4,4,4,2,3,3,3,3,1,2,2,2,2,5,2,1, , ,2, , , ,1,2,1, ,2,2,1,2, ,1,1,2,2,1,1,1, ,1,9, , , , , , , , , ,1,2, , , ,1,1,4, ,2,6,3, ,4,1,1,0,1,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60502,40,1,99,0,2, ,20091005,140237,2,34, ,2, , ,1,3,2,3,4,6
845,1,1,1,1,9,1,1,1,1,3,1,2,5, ,1,3,1,3,3, ,1,1,1,2,1,9,9,9,2,2,2,9,2,3,3,2,9,1,1,1,1,1,2,1, , ,1, , , ,2,1,2,1, ,2,2,2,2, ,1,1,2,2,1,2,3,I would approve of selling state assets to a domestic company but not to a foreign one.,1,1, ,9, , , , , , , ,1,2, , ,1, ,1,1, ,1,5,2,4, ,1,1,1,0,0,0,0,0,0,2,1, ,13, , , , , ,1, , , , , ,2, ,60010,37,1,4,0,1, ,20091005,141042,2,72, ,2,9, ,1,4,3,4,6,10
846,1,1,1,2,2,1,2,1,2,2,5,2,2, ,2,2,1,5,2, ,3,1,2,2,1,9,9,2,2,2,2,3,2,3,3,2,2,1,2,3,1,1,3,1, , ,1, , , ,3,1,2,1, ,2,1,2,2, ,2,1,1,2,1,2,2, ,1,9, , , , , , , , , ,1,2, , , ,3,1,2, ,1,3,1,3, ,1,0,1,0,0,0,0,0,0,2,1, ,23, , , , , , , , , , , ,1, ,60060,57,1,3,0,1, ,20091005,141526,2,54, ,3, , ,3,2,1,2,2,2
848,1,1,1,2,2,3,5,1,1,1,1,1,1, ,1,3,1,4,2, ,2,1,2,4,3,3,4,4,4,4,4,4,3,3,5,2,1,1,2,2,2,2,5,1, ,1, , ,2, , ,1,1,1, ,1,1,2,2, ,1,1,2,2,2,2,2, ,1,4, , , , , , , , , ,1,3, , ,2, ,1,2, ,2,6,3, ,8,1,0,1,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,2, ,60467,55,1,7,0,2, ,20091005,142931,2,54, ,2, , ,2,6,8,3,8,12
849,1,1,1,2,9,1,4,1,4,1,4,1,5, ,1,3,1,4,1, ,2,1,4,2,1,9,9,9,9,2,4,4,9,4,4,5,2,1,4,2,2,4,4,5, ,1, , ,3, , ,1,2,2, ,2,2,9,3, ,2,1,2,9,2,1,2, ,1,9, , , , , , , , , ,1,2, , ,2, ,1,4, ,1,3,9, ,7,1,0,1,0,0,0,0,0,0,3,1, ,5, , , , , , , , , , , , , ,60629,48,1,98,0,1, ,20091005,143313,1,62, ,3, , ,2,99,99,9,99,99
850,1,1,1,1,2,2,2,1,2,1,2,2,2, ,5,3,1,3,2, ,2,1,1,3,4,2,9,2,2,3,3,4,1,3,2,5,3,1,1,3,3,1,3,1, , ,1, , , ,1,1,2,2, ,2,2,2,2, ,1,1,1,2,2,2,1, ,1,1, ,3, , , , , , , ,1,1, , , ,2,1,1, ,1,6,2,2, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60622,50,1,4,0,1, ,20091005,143508,1,56, ,1,3, ,2,5,3,5,7,11
851,1,1,1,1,2,1,1,1,4,4,1,1,1, ,1,1,1,4,4, ,1,1,1,2,2,9,9,9,9,3,2,2,2,3,4,2,2,1,1,1,1,1,2,1, ,1, , ,2, , ,1,2,9, ,2,2,2,2, ,1,1,2,2,2,1,2, ,1,1,2, , , , , , , , ,1,1, , , ,1,1,9, ,1,6,2,2, ,1,1,1,0,0,0,0,0,0,4, ,1,23, , , , , , , , , , , ,2, ,60090,24,1,2,0,1, ,20091005,144112,2,85, ,2,2, ,1,5,3,5,7,11
852,1,1,1,2,2,1,1,1,1,2,1,1,1, ,1,2,1,3,2, ,2,1,2,2,1,2,1,3,3,3,2,3,1,3,2,1,2,1,2,2,1,1,2,1, , ,1, , , ,3,1,2,2, ,2,1,2,2, ,2,1,1,2,1,2,2, ,1,1,2, , , , , , , , ,1,2, , , ,2,1,2, ,2,6,3, ,3,1,0,1,0,0,0,0,0,0,2,1, ,13, , , , , ,2, , , , , ,2, ,60007,67,1,4,0,2, ,20091005,144244,2,42, ,3,2, ,2,4,3,3,5,7
855,1,1,1,1,1,1,2,1,1,3,1,2,1, ,1,1,1,4,9, ,1,1,1,1,2,9,2,9,2,4,2,2,2,2,3,3,9,1,2,3,1,2,3,1,1, , ,3, , , ,1,2,3, ,9,2,2,2, ,2,1,1,2,2,2,9, ,1,1, ,1, , , , , , , ,1,2,2, , , ,1,1, ,1,6,2,9, ,1,1,1,0,0,0,0,0,1,1,1, ,5, , , , , , , , , , , , , ,60301,29,1,3,0,1, ,20091005,145917,2,81, ,3,1, ,2,999,999,999,999,999
856,1,1,1,9,2,1,1,1,2,2,2,2,2, ,2,3,1,2,2, ,2,1,1,1,1,9,1,9,9,2,1,2,9,1,1,1,2,1,1,1,1,1,2,1,1, , ,2, , , ,1,2,1, ,2,2,2,2, ,2,1,2,2,1,1,2, ,1,1,1, , , , , , , , ,1,3, , , ,2,1,2, ,1,2,2,4, ,1,1,0,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,1, ,60714,39,1,3,0,1, ,20091005,145927,2,70, ,2,1, ,2,4,3,4,6,10
858,1,1,1,1,2,2,4,1,1,1,2,1,1, ,1,1,1,4,1, ,2,1,1,9,1,9,9,9,9,3,1,9,9,5,5,5,9,1,3,5,4,5,4,2, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,9,1,1,2,2,1,2, ,2, , , , , , , , , , ,1,1, , , ,1,1,1, ,1,5,2,2, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , , , ,60618,44,1,6,0,1, ,20091005,151109,1,70, ,2, , ,1,5,3,5,7,11
859,1,1,1,2,2,1,2,1,4,4,1,4,1, ,3,9,1,2,3, ,3,1,4,4,2,9,9,3,9,2,4,9,9,5,5,3,9,1,2,2,2,9,2,9, , ,1, , , ,2,1,2,1, ,2,2,2,2, ,1,1,2,2,2,2,1, ,1,2, , ,1, , , , ,9, ,1,3, , , ,3,1,4, ,2,2,1,3, ,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60018,35,4,6,0,2, ,20091005,151757,2,53, ,2, ,9,3,2,1,2,2,2
860,1,1,1,2,2,2,2,1,1,3,1,1,1, ,1,4,1,5,2, ,2,1,3,9,2,9,9,9,9,2,2,3,9,5,5,5,9,1,3,3,3,3,3,2, ,1, , ,2, , ,1,1,1, ,1,1,1,1, ,2,1,2,2,2,2,1, ,1,4, , , , , , , , , ,1,1, , ,1, ,1,4, ,2,6,4, ,8,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60618,54,1,6,0,2, ,20091005,152356,1,54, ,2, , ,1,6,8,6,88,88
861,1,1,1,1,3,3,2,1,2,2,2,2,2, ,2,2,1,3,2, ,2,1,1,2,2,2,9,2,9,2,9,2,9,2,3,3,2,1,3,2,2,9,4,2, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,1,2,2,1,2, ,1,1,2, , , , , , , , ,1,3, , ,3, ,1,1, ,2,4,2,4, ,1,0,1,0,0,0,0,0,0,2,1, ,3, ,98, , , , , , , , , ,1, ,60106,56,5,3,0,2, ,20091005,153016,2,53, ,2,2, ,3,4,3,4,6,10
862,1,1,1,2,2,1,2,1,2,1,2,2,1, ,1,5,1,3,2, ,2,1,4,1,1,9,9,9,9,2,4,4,9,2,2,2,9,1,1,2,1,5,3,1, ,1, , ,3, , ,1,2,2, ,2,1,2,2, ,1,1,1,2,9,2,2, ,1,2, , ,1, , , ,9, , ,1,3, , , ,3,1,4, ,1,3,1,3, ,1,1,0,0,0,0,0,0,0,1,1, ,13, , , , , ,2, , , , , ,1, ,60005,22,1,98,0,1, ,20091005,153306,2,0, ,3, ,9,3,2,1,2,2,2
863,1,1,1,1,2,1,1,1,1,5,1,1,1, ,1,2,1,5,2, ,2,1,1,2,1,9,2,9,3,3,1,3,9,3,5,2,2,1,4,2,1,2,4,1, , ,1, , , ,2,1,2,2, ,1,2,2,2, ,1,1,2,2,1,2,2, ,1,1,9, , , , , , , , ,1,1, , ,1, ,1,1, ,1,6,2,2, ,1,0,1,0,0,0,0,0,0,4, ,3, , , , , , , , , , , , , , ,60076,59,1,6,0,1, ,20091005,153918,2,50, ,2,9, ,1,5,3,5,7,11
864,1,1,1,1,1,1,2,1,2,2,5,2,2, ,2,3,1,2,2, ,2,1,2,2,1,9,2,2,2,2,2,3,2,3,3,3,1,1,3,4,2,9,3,3,1, , ,1, , , ,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,2, ,2, , , , , , , , , , ,1,1, , , ,1,1,2, ,1,5,3, ,5,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60625,70,1,5,0,1, ,20091005,154304,1,39, ,1, , ,1,2,1,3,3,5
865,1,1,1,2,2,3,5,1,1,2,5,5,2, ,1,1,1,3,2, ,2,1,3,9,4,9,9,9,9,9,9,9,9,4,5,4,2,1,3,3,3,4,5,4, ,1, , ,2, , ,1,2,2, ,1,1,2,2, ,2,1,2,2,2,1,2, ,2, , , , , , , , , , ,1,2, , ,1, ,1,2, ,2,3,3, ,8,1,1,0,0,0,0,0,0,0,5, ,2, , , , , , , , , , , ,12, , ,60506,80,5,1,0,2, ,20091005,154407,2,35, ,2, , ,1,6,8,3,8,12
866,1,1,1,2,2,2,1,1,2,1,1,1,1, ,2,1,1,3,2, ,4,1,1,9,1,9,9,9,4,4,2,4,2,5,5,2,2,1,2,2,1,1,9,1,1, , ,2, , , ,1,2,2, ,1,2,1,1, ,2,1,2,2,2,2,2, ,1,9, , , , , , , , , ,1,2, , , ,2,1,1, ,1,5,3, ,3,1,1,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , , , ,60091,41,1,2,0,1, ,20091005,154445,2,68, ,2, , ,2,4,3,3,5,7
867,1,1,1,2,2,3,2,1,3,1,5,5,5, ,5,5,1,5,5, ,4,1,4,3,3,3,3,9,9,9,9,9,9,5,4,3,4,1,3,3,3,5,3,2, ,1, , ,1,I think that there should be a combination of both budget cuts and revenue increases but the revenue should not come from the working people. Instead it should come out from corporations., ,1,2,2, ,1,2,2,2, ,2,1,2,2,2,2,3, ,2, , , , , , , , , , ,1,1,1, , , ,1,5,The government should be responsible for making sure every person has health CARE and that there is no need for health INSURANCE if everyone were to just be offered health care.,1,6,4, ,8,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , , , ,60625,50,1,2,0,1, ,20091005,155216,1,59, ,1, , ,1,6,8,6,88,88
